Years_relevant,Capacity,URL
1999.0,59969,https://en.wikipedia.org/wiki/Reliant_Astrodome
2000.0,59969,https://en.wikipedia.org/wiki/Reliant_Astrodome
2001.0,59969,https://en.wikipedia.org/wiki/Reliant_Astrodome
1992.0,54444,https://en.wikipedia.org/wiki/RingCentral_Coliseum
1993.0,54444,https://en.wikipedia.org/wiki/RingCentral_Coliseum
1994.0,54444,https://en.wikipedia.org/wiki/RingCentral_Coliseum
1995.0,54444,https://en.wikipedia.org/wiki/RingCentral_Coliseum
1996.0,63026,https://en.wikipedia.org/wiki/RingCentral_Coliseum
1997.0,63026,https://en.wikipedia.org/wiki/RingCentral_Coliseum
1998.0,63026,https://en.wikipedia.org/wiki/RingCentral_Coliseum
1999.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2000.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2001.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2002.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2003.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2004.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2005.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2006.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2007.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2008.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2009.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2010.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2011.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2012.0,63132,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2013.0,53286,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2014.0,56057,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2015.0,56057,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2016.0,56057,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2017.0,56057,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2018.0,56057,https://en.wikipedia.org/wiki/RingCentral_Coliseum
2019.0,56057,https://en.wikipedia.org/wiki/RingCentral_Coliseum
1992.0,92516,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
1993.0,92516,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
1994.0,92516,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
1995.0,92516,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
1996.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
1997.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
1998.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
1999.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2000.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2001.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2002.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2003.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2004.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2005.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2006.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2007.0,92000,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2008.0,93607,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2009.0,93607,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2010.0,93607,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2011.0,93607,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2012.0,93607,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2013.0,93607,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2014.0,93607,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2015.0,93607,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2016.0,93607,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2017.0,93607,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2018.0,78500,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2019.0,77500,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
2020.0,77500,https://en.wikipedia.org/wiki/Los_Angeles_Memorial_Coliseum
1992.0,60836,https://en.wikipedia.org/wiki/SDCCU_Stadium
1993.0,60836,https://en.wikipedia.org/wiki/SDCCU_Stadium
1994.0,60836,https://en.wikipedia.org/wiki/SDCCU_Stadium
1995.0,60836,https://en.wikipedia.org/wiki/SDCCU_Stadium
1996.0,60836,https://en.wikipedia.org/wiki/SDCCU_Stadium
1997.0,71350,https://en.wikipedia.org/wiki/SDCCU_Stadium
1998.0,71350,https://en.wikipedia.org/wiki/SDCCU_Stadium
1999.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2000.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2001.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2002.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2003.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2004.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2005.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2006.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2007.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2008.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2009.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2010.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2011.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2012.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2013.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2014.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2015.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2016.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
2017.0,70561,https://en.wikipedia.org/wiki/SDCCU_Stadium
1992.0,65024,https://en.wikipedia.org/wiki/Texas_Stadium
1993.0,65024,https://en.wikipedia.org/wiki/Texas_Stadium
1994.0,65024,https://en.wikipedia.org/wiki/Texas_Stadium
1995.0,65812,https://en.wikipedia.org/wiki/Texas_Stadium
1996.0,65812,https://en.wikipedia.org/wiki/Texas_Stadium
1997.0,65675,https://en.wikipedia.org/wiki/Texas_Stadium
1998.0,65675,https://en.wikipedia.org/wiki/Texas_Stadium
1999.0,65675,https://en.wikipedia.org/wiki/Texas_Stadium
2000.0,65675,https://en.wikipedia.org/wiki/Texas_Stadium
2001.0,65639,https://en.wikipedia.org/wiki/Texas_Stadium
2002.0,65639,https://en.wikipedia.org/wiki/Texas_Stadium
2003.0,65529,https://en.wikipedia.org/wiki/Texas_Stadium
2004.0,65529,https://en.wikipedia.org/wiki/Texas_Stadium
2005.0,65529,https://en.wikipedia.org/wiki/Texas_Stadium
2006.0,65529,https://en.wikipedia.org/wiki/Texas_Stadium
2007.0,65529,https://en.wikipedia.org/wiki/Texas_Stadium
2008.0,65529,https://en.wikipedia.org/wiki/Texas_Stadium
1992.0,65178,https://en.wikipedia.org/wiki/Veterans_Stadium
1993.0,65178,https://en.wikipedia.org/wiki/Veterans_Stadium
1994.0,64241,https://en.wikipedia.org/wiki/Veterans_Stadium
1995.0,64899,https://en.wikipedia.org/wiki/Veterans_Stadium
1996.0,64899,https://en.wikipedia.org/wiki/Veterans_Stadium
1997.0,65352,https://en.wikipedia.org/wiki/Veterans_Stadium
1998.0,65352,https://en.wikipedia.org/wiki/Veterans_Stadium
1999.0,65352,https://en.wikipedia.org/wiki/Veterans_Stadium
2000.0,65352,https://en.wikipedia.org/wiki/Veterans_Stadium
2001.0,65352,https://en.wikipedia.org/wiki/Veterans_Stadium
2002.0,65352,https://en.wikipedia.org/wiki/Veterans_Stadium
2003.0,65352,https://en.wikipedia.org/wiki/Veterans_Stadium
1992.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
1993.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
1994.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
1995.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
1996.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
1997.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
1998.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
1999.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
2000.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
2001.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
2002.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
2003.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
2004.0,56454,https://en.wikipedia.org/wiki/Robert_F._Kennedy_Memorial_Stadium
1992.0,59543,https://en.wikipedia.org/wiki/Lambeau_Field
1993.0,59543,https://en.wikipedia.org/wiki/Lambeau_Field
1994.0,59543,https://en.wikipedia.org/wiki/Lambeau_Field
1995.0,60890,https://en.wikipedia.org/wiki/Lambeau_Field
1996.0,60890,https://en.wikipedia.org/wiki/Lambeau_Field
1997.0,60890,https://en.wikipedia.org/wiki/Lambeau_Field
1998.0,60890,https://en.wikipedia.org/wiki/Lambeau_Field
1999.0,60890,https://en.wikipedia.org/wiki/Lambeau_Field
2000.0,60890,https://en.wikipedia.org/wiki/Lambeau_Field
2001.0,60890,https://en.wikipedia.org/wiki/Lambeau_Field
2002.0,66110,https://en.wikipedia.org/wiki/Lambeau_Field
2003.0,72515,https://en.wikipedia.org/wiki/Lambeau_Field
2004.0,72569,https://en.wikipedia.org/wiki/Lambeau_Field
2005.0,72601,https://en.wikipedia.org/wiki/Lambeau_Field
2006.0,72922,https://en.wikipedia.org/wiki/Lambeau_Field
2007.0,72928,https://en.wikipedia.org/wiki/Lambeau_Field
2008.0,72928,https://en.wikipedia.org/wiki/Lambeau_Field
2009.0,72928,https://en.wikipedia.org/wiki/Lambeau_Field
2010.0,72928,https://en.wikipedia.org/wiki/Lambeau_Field
2012.0,73094,https://en.wikipedia.org/wiki/Lambeau_Field
2013.0,80750,https://en.wikipedia.org/wiki/Lambeau_Field
2015.0,81435,https://en.wikipedia.org/wiki/Lambeau_Field
2016.0,81435,https://en.wikipedia.org/wiki/Lambeau_Field
2017.0,81441,https://en.wikipedia.org/wiki/Lambeau_Field
2018.0,81441,https://en.wikipedia.org/wiki/Lambeau_Field
2019.0,81441,https://en.wikipedia.org/wiki/Lambeau_Field
2020.0,81441,https://en.wikipedia.org/wiki/Lambeau_Field
1992.0,63669,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
1993.0,63669,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
1994.0,63669,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
1995.0,64035,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
1996.0,64035,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
1997.0,64153,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
1998.0,64153,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
1999.0,64153,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2000.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2001.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2002.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2003.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2004.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2005.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2006.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2007.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2008.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2009.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2010.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2011.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2012.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
2013.0,64121,https://en.wikipedia.org/wiki/Hubert_H._Humphrey_Metrodome
1992.0,69065,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
1993.0,69065,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
1994.0,69065,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
1995.0,70852,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
1996.0,64992,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
1997.0,69420,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
1998.0,69028,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
1999.0,70054,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2000.0,64900,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2001.0,70020,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2002.0,68500,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2003.0,68500,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2004.0,64900,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2005.0,64900,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2006.0,68354,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2007.0,72968,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2008.0,72968,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2009.0,72968,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2010.0,72968,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2011.0,76468,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2012.0,76468,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2013.0,76468,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2014.0,76468,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2015.0,76468,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2016.0,76468,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2017.0,76468,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2018.0,76468,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2019.0,76468,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
2020.0,76468,https://en.wikipedia.org/wiki/Mercedes-Benz_Superdome
1992.0,54692,https://en.wikipedia.org/wiki/Busch_Memorial_Stadium
1993.0,54692,https://en.wikipedia.org/wiki/Busch_Memorial_Stadium
1994.0,54692,https://en.wikipedia.org/wiki/Busch_Memorial_Stadium
1995.0,60000,https://en.wikipedia.org/wiki/Busch_Memorial_Stadium
1992.0,69008,https://en.wikipedia.org/wiki/Anaheim_Stadium
1993.0,69008,https://en.wikipedia.org/wiki/Anaheim_Stadium
1994.0,69008,https://en.wikipedia.org/wiki/Anaheim_Stadium
1992.0,66513,https://en.wikipedia.org/wiki/Candlestick_Park
1993.0,66513,https://en.wikipedia.org/wiki/Candlestick_Park
1994.0,66513,https://en.wikipedia.org/wiki/Candlestick_Park
1995.0,70207,https://en.wikipedia.org/wiki/Candlestick_Park
1996.0,70207,https://en.wikipedia.org/wiki/Candlestick_Park
1997.0,70207,https://en.wikipedia.org/wiki/Candlestick_Park
1998.0,70140,https://en.wikipedia.org/wiki/Candlestick_Park
1999.0,70140,https://en.wikipedia.org/wiki/Candlestick_Park
2000.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2001.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2002.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2003.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2004.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2005.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2006.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2007.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2008.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2009.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2010.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2011.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2012.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
2013.0,69732,https://en.wikipedia.org/wiki/Candlestick_Park
